0|T|Augmentation des concentrations plasmatiques de carbamazépine avec signes de surdosage.|Surveillance clinique et, si besoin, contrôle des concentrations plasmatiques de carbamazépine et réduction éventuelle de sa posologie.|Increased plasma concentrations of carbamazepine overdose with signs of clinical surveillance.|Clinical surveillance and, if necessary, control of plasma concentrations of carbamazepine and possible reduction of its dosage.|http://tinyurl.com/24kn96t
81|D|Risque accru de troubles neurologiques (tremblements, confusion) par inhibition partielle du métabolisme de l'antiviral.||Increased risk of neurological disorders (tremors, confusion) by partial inhibition of metabolism of the antiviral.||http://tinyurl.com/24kn96t
82|D|Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique sévère.||Increase of the hypotensive effect. Risk of severe orthostatic hypotension.||http://tinyurl.com/24kn96t
83|T|Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique majoré.||Increase of the hypotensive effect. Increased risk of orthostatic hypotension.||http://tinyurl.com/24kn96t
84|P|Risque d'hypotension orthostatique, notamment chez le sujet âgé.|Débuter le traitement aux posologies minimales recommandées et adapter progressivement les doses si besoin.|Orthostatic hypotension, particularly in the elderly.|Begin treatment at doses recommended minimum dose and gradually adjust if necessary.|http://tinyurl.com/24kn96t
85|P|Risque d'hypotension orthostatique, notamment chez le sujet âgé.|Débuter le traitement aux posologies minimales recommandées et adapter progressivement les doses si besoin.|Orthostatic hypotension, particularly in the elderly.|Begin treatment at doses recommended minimum dose and gradually adjust if necessary.|http://tinyurl.com/24kn96t
86|P|Avec la vitamine E utilisée à des doses supérieures ou égales à 500 mg/j : augmentation de l'effet de l'anticoagulant oral et du risque hémorragique.|Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'anticoagulant oral pendant le traitement par vitamine E et après son arrêt.|With vitamin E used in doses greater than or equal to 500 mg / d: increased the effect of oral anticoagulation and risk of bleeding control.|more frequent INR. Whether to adjust the dosage of oral anticoagulants during treatment with vitamin E and its discontinuation.|http://tinyurl.com/24kn96t
87|P|Risque de facilitation du passage systémique de l’aluminium, notamment en cas de fonction rénale altérée.|Prendre les topiques gastro-intestinaux à base d'aluminium à distance des citrates (plus de 2 heures si possible), y compris les citrates naturels (jus d'agrumes).|||http://tinyurl.com/24kn96t
88|T|Majoration du risque d'hypotension, notamment orthostatique.||Increased risk of hypotension, including orthostatic.||http://tinyurl.com/24kn96t
89|P|Décrit pour warfarine et acénocoumarol. Diminution de l'effet de l'anticoagulant oral, par augmentation de son métabolisme hépatique par l'aminogluthétimide.|Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'anticoagulant oral pendant le traitement par aminogluthétimide et deux semaines après son arrêt.|Described for warfarin and acenocoumarol. Decreased effect of oral anticoagulant, by increasing its hepatic metabolism by aminoglutethimide.|more frequent monitoring of INR. Whether to adjust the dosage of oral anticoagulants during treatment with aminoglutethimide and two weeks after his arrest.|http://tinyurl.com/24kn96t
90|P|Diminution de l'efficacité de la dexaméthasone, par augmentation de son métabolisme hépatique.|Adaptation de la posologie de la dexaméthasone.|Decreased effectiveness of dexamethasone by increasing its hepatic metabolism.|Adjustment of dosage of dexamethasone.|http://tinyurl.com/24kn96t
91|TC|Risque accru de néphrotoxicité et d'ototoxicité (l'ototoxicité est cumulative en cas d'administrations successives).|Contre-indication :<br /> - en cas d'administration simultanée <br />A prendre en compte :<br /> - en cas d'administrations successives|Increased risk of nephrotoxicity and ototoxicity (ototoxicity is cumulative in the event of successive administrations ).|Contraindication: <br /> - In case of simultaneous administration <br /> To take into account: <br /> - In case of successive administrations|http://tinyurl.com/24kn96t
92|T|Avec l'amphotéricine B administrée par voie IV : risque accru de néphrotoxicité.||With amphotericin B administered intravenously: increased risk of nephrotoxicity.||http://tinyurl.com/24kn96t
93|D|Risque d'augmentation des effets de la toxine botulique avec les aminosides (par extrapolation à partir des effets observés au cours du botulisme).|Utiliser un autre antibiotique.|Risk increases the effects of botulinum toxin with aminoglycosides (by extrapolation from effects observed during botulism ).|Use another antibiotic.|http://tinyurl.com/24kn96t
94|P|L'augmentation de la néphrotoxicité des aminosides par la céfalotine est discutée.|Surveillance de la fonction rénale.|Increased nephrotoxicity of aminoglycosides is discussed by cephalothin.|Monitoring of renal function.|http://tinyurl.com/24kn96t
95|T|Augmentation de la créatininémie plus importante que sous ciclosporine seule, avec majoration du risque néphrotoxique.||Increased serum creatinine greater than with cyclosporine alone, with increased risk of nephrotoxic.||http://tinyurl.com/24kn96t
96|D|Addition des effets néphrotoxiques.|Si l'association ne peut être évitée, surveillance stricte avec une justification bactériologique indiscutable.|Addition of nephrotoxic effects.|If the association can not be avoided, with strict monitoring bacteriological indisputable justification.|http://tinyurl.com/24kn96t
97|P|Potentialisation des curares lorque l'antibiotique est administré par voie parentérale et/ou péritonéale avant, pendant ou après l'agent curarisant.|Surveiller le degré de curarisation en fin d'anesthésie.|Potentiation of neuromuscular blocking lorqui the antibiotic is administered parenterally and / or peritoneal before, during or after the agent curarizing.|Monitor the degree of neuromuscular blockade at the end of anesthesia.|http://tinyurl.com/24kn96t
98|P|Augmentation des risques néphrotoxiques et ototoxiques de l'aminoside (insuffisance rénale fonctionnelle liée à la déshydratation entraînée par le diurétique).|Association possible sous contrôle de l'état d'hydratation, des fonctions rénale et cochléovestibulaire, et éventuellement, des concentrations plasmatiques de l'aminoside.|Increased risk of nephrotoxicity and ototoxicity of aminoglycoside (functional renal failure due to dehydration caused by the diuretic ).|Possible association controlled by the state of hydration, renal function vestibulocochlear, and eventually, plasma concentrations of the aminoglycoside.|http://tinyurl.com/24kn96t
99|T|Addition des effets néphrotoxiques et/ou ototoxiques, notamment en cas d'insuffisance rénale préalable.||Addition of nephrotoxic effects and / or ototoxicity, especially in cases of renal failure prior.||http://tinyurl.com/24kn96t
100|D|Addition des effets néphrotoxiques.|Si l'association ne peut être évitée, surveillance stricte avec une justification bactériologique indiscutable.|Addition of nephrotoxic effects.|If the association can not be avoided, with strict monitoring bacteriological indisputable justification.|http://tinyurl.com/24kn96t
101|T|Augmentation de la créatininémie plus importante que sous tacrolimus seul (synergie des effets néphrotoxiques des deux substances).||Increased serum creatinine greater than tacrolimus alone (synergistic nephrotoxic effects of both substances ).||http://tinyurl.com/24kn96t
102|P|Augmentation de l'effet de l'anticoagulant oral et du risque hémorragique.|Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'anticoagulant oral pendant le traitement par l'amiodarone et 8 jours après son arrêt.|Increase the effect of oral anticoagulation and bleeding risk control.|more frequent INR. Whether to adjust the dosage of oral anticoagulants during treatment with amiodarone and eight days after his arrest.|http://tinyurl.com/24kn96t
103|P|Troubles de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs).|Surveillance clinique et ECG.||clinical and ECG monitoring.|http://tinyurl.com/24kn96t
104|P|Troubles de l'automatisme et de la conduction cardiaque avec risque de bradycardie excessive.|Surveillance clinique et ECG régulière.|Disorders of automatism and conduction defects with the risk of excessive bradycardia and ECG.|regular clinical surveillance.|http://tinyurl.com/24kn96t
105|D|Augmentation des concentrations sanguines de ciclosporine, par diminution de son métabolisme hépatique, avec risque d'effets néphrotoxiques.|Dosage des concentrations sanguines de ciclosporine, contrôle de la fonction rénale et adaptation de la posologie de la ciclosporine pendant le traitement par l'amiodarone.|Increased blood levels of cyclosporine by decreasing its hepatic metabolism, with risk of nephrotoxic effects.|Determination of blood concentrations of cyclosporine, monitoring of renal function and dosage adjustment of cyclosporine during treatment with amiodarone.|http://tinyurl.com/24kn96t
106|P|Dépression de l'automatisme (bradycardie excessive) et troubles de la conduction auriculo-ventriculaire. En cas d'utilisation de la digoxine, augmentation de la digoxinémie par diminution de la clairance de la digoxine.|Surveillance clinique, ECG et, s'il y a lieu, contrôler la digoxinémie et adapter la posologie de la digoxine.|Depression of automatism (excessive bradycardia) and disorders of atrioventricular conduction. In case of use of digoxin, digoxin increased by decreasing the clearance of digoxin.|Clinical monitoring, ECG and, if applicable, check and adjust the digoxin dose of digoxin.|http://tinyurl.com/24kn96t
107|PD|Pour diltiazem voie injectable : risque de bradycardie et de bloc auriculo-ventriculaire Pour diltiazem per os : risque de bradycardie ou de bloc auriculo- ventriculaire, notamment chez les personnes âgées.|Association déconseillée avec :<br /> - le diltiazem IV Si l'association ne peut être évitée, surveillance clinique et ECG continu. <br />Précaution d'emploi avec :<br /> - le diltiazem per os Surveillance clinique et ECG.|For injectable diltiazem: risk of bradycardia and atrio-ventricular For oral diltiazem: risk of bradycardia or atrioventricular block, particularly in the elderly with.|Association not recommended: <br /> - IV diltiazem If the association can not be avoided, clinical supervision and continuous ECG. <br /> Precautions for use with: <br /> - Diltiazem orally clinical and ECG monitoring.|http://tinyurl.com/24kn96t
108|P|Troubles de la contractilité, de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs).|Surveillance clinique et ECG.|Impaired contractility of automatism and conduction (sympathetic suppression mechanisms compensating ).|clinical and ECG monitoring.|http://tinyurl.com/24kn96t
109|P|Risque d'augmentation des concentrations plasmatiques de lidocaïne, avec possibilité d'effets indésirables neurologiques et cardiaques, par diminution de son métabolisme hépatique par l'amiodarone.|Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de lidocaïne. Si besoin, adaptation de la posologie de la lidocaïne pendant le traitement par amiodarone et après son arrêt.|Risk of increased plasma concentrations of lidocaine, with possible adverse neurological and cardiac problems, by decreasing its hepatic metabolism by amiodarone.|Clinical monitoring, ECG and possibly Merger Plasma lidocaine. If necessary, adjusting the dose of lidocaine during treatment with amiodarone and its discontinuation.|http://tinyurl.com/24kn96t
110|P|Risque de diminution des concentrations plasmatiques de l'amiodarone et de son métabolite actif.|Surveillance clinique et, si besoin, ECG.|Risk of decreased plasma concentrations of amiodarone and its active metabolite.|clinical surveillance and, if necessary, ECG.|http://tinyurl.com/24kn96t
